確認に失敗しました|||Verification failed|||确认失败
変更する項目がありません|||There is nothing to change|||没有需要更改的项目
本人確認のため現在のパスワードを入力してください|||Enter your current password to confirm it is you|||为确认本人身份，请输入当前密码
現在のパスワードを入力してください|||Please enter your current password|||请输入当前密码
保存中...|||Saving...|||保存中...
更新しました|||Updated|||已更新
更新に失敗しました|||Update failed|||更新失败
新しいパスワードは6文字以上で入力してください|||New password must be at least 6 characters|||新密码需6位以上
新しいパスワードが一致しません|||New passwords do not match|||两次输入的新密码不一致
変更中...|||Changing...|||更改中...
パスワードを変更しました|||Password changed|||密码已修改
パスワード変更に失敗しました|||Could not change password|||密码修改失败
変更に失敗しました|||Change failed|||更改失败
デタウリカートを空にしますか？|||Empty your Detauri cart?|||要清空 Detauri 购物车吗？
デタウリカートを空にしました|||Detauri cart emptied|||已清空 Detauri 购物车
アソートカートを空にしますか？|||Empty your Assort cart?|||要清空混装批发购物车吗？
アソートカートを空にしました|||Assort cart emptied|||已清空混装批发购物车
すべてのカートを空にしますか？|||Empty all carts?|||要清空所有购物车吗？
すべてのカートを空にしました|||All carts emptied|||已清空所有购物车
前回の届け先情報を入力しました|||Your previous delivery details have been filled in|||已填入上次的收货信息
他|||Other|||其他
確保中|||On hold|||占用中
秒|||sec|||秒
アクセスが集中しています。少し時間をおいてから再度お試しください|||We are getting a lot of traffic. Please wait a moment and try again|||访问量较大。请稍后再试
セッションの有効期限が切れました。お手数ですがページを再読み込みしてから再度お試しください|||Your session has expired. Please reload the page and try again|||会话已过期。请重新加载页面后再试
サーバーが混み合っています。しばらくしてから再度お試しください|||The server is busy. Please try again shortly|||服务器繁忙。请稍后再试
エラーが発生しました|||An error occurred|||发生错误
通信エラーが発生しました。電波の良い場所で再度お試しください|||A network error occurred. Please try again where the signal is better|||发生通信错误。请在信号良好的地方重试
APIエラー|||API error|||API 错误
タイムアウト|||Timed out|||超时
データ取得に失敗|||Could not fetch data|||数据获取失败
掲載中|||Listed|||在售
在庫あり|||In stock|||有库存
確保中（選択不可）|||On hold (not selectable)|||占用中（不可选择）
依頼中（選択不可）|||Requested (not selectable)|||申请中（不可选择）
選択中（解除）|||Selected (tap to unselect)|||已选择（点击取消）
カートへ追加|||Add to cart|||加入购物车
該当する商品がありません|||No matching items|||没有符合条件的商品
詳細事項あり|||Has details|||有详细说明
の商品があります|||items available|||件商品
ウエスト|||Waist|||腰围
ヒップ|||Hip|||臀围
ワタリ|||Thigh|||大腿围
桁丈|||Sleeve length (from neck)|||通袖长
着丈|||Length|||衣长
総丈|||Total length|||总长
股上|||Rise|||裆长
股下|||Inseam|||内长
肩幅|||Shoulder width|||肩宽
袖丈|||Sleeve length|||袖长
裾幅|||Hem width|||裤口宽
身幅|||Chest width|||胸宽
✓ カートに入っています|||✓ In your cart|||✓ 已在购物车中
複数選択して「適用」で検索します|||Select several, then press "Apply" to search|||可多选后按「应用」进行搜索
選択中：|||Selected:|||已选择：
