ワークパンツ|||Work pants|||工装裤
カーゴパンツ|||Cargo pants|||工装口袋裤
ワイドパンツ|||Wide-leg pants|||阔腿裤
イージーパンツ|||Easy pants|||松紧腰休闲裤
スラックス|||Slacks|||西裤
スキニーパンツ|||Skinny pants|||紧身裤
キュロット|||Culottes|||裙裤
ガウチョパンツ|||Gaucho pants|||阔腿七分裤
サルエルパンツ|||Sarrouel pants|||哈伦裤
ジョガーパンツ|||Jogger pants|||束脚运动裤
スウェットパンツ|||Sweatpants|||运动卫裤
チノパン|||Chinos|||卡其裤
ペインターパンツ|||Painter pants|||油漆工裤
つなぎ|||Jumpsuits|||连体工作服
ロングスカート|||Long skirts|||长裙
ひざ丈スカート|||Knee-length skirts|||及膝裙
ミニスカート|||Mini skirts|||迷你裙
ロングワンピース|||Long dresses|||长连衣裙
ひざ丈ワンピース|||Knee-length dresses|||及膝连衣裙
ミニワンピース|||Mini dresses|||迷你连衣裙
ウェディングドレス|||Wedding dresses|||婚纱
パーティードレス|||Party dresses|||派对礼服
カラードレス|||Colour dresses|||彩色礼服
ナイトドレス|||Evening dresses|||晚礼服
キャバドレス|||Club dresses|||夜店礼服
チャイナドレス|||Cheongsam|||旗袍
ビジネススーツ|||Business suits|||商务西装
ブラックスーツ|||Black suits|||黑色西装
礼服|||Formal wear|||礼服
喪服|||Mourning wear|||丧服
セレモニースーツ|||Ceremony suits|||典礼套装
リクルートスーツ|||Job-hunting suits|||求职西装
カジュアルスーツ|||Casual suits|||休闲西装
ブラックフォーマル|||Black formal wear|||黑色正装
ビジネスジャケット|||Business jackets|||商务外套
スーツベスト|||Suit vests|||西装马甲
フォーマルシャツ|||Formal shirts|||正装衬衫
フォーマルベスト|||Formal vests|||正装马甲
フォーマル小物カフス|||Formal accessories & cufflinks|||正装配件・袖扣
モーニング/フロックコート|||Morning / frock coats|||晨礼服／礼服大衣
燕尾服タキシード|||Tailcoats & tuxedos|||燕尾服・晚礼服
セットアップ/ツーピース|||Set-up / two-piece|||套装／两件套
セットアップ/スリーピース|||Set-up / three-piece|||套装／三件套
パンツセットアップ/ツーピース|||Pants set-up / two-piece|||裤装套装／两件套
パンツセットアップ/スリーピース|||Pants set-up / three-piece|||裤装套装／三件套
スカートセットアップ/ツーピース|||Skirt set-up / two-piece|||裙装套装／两件套
ルームウェア|||Loungewear|||家居服
ネグリジェ|||Nightgowns|||睡裙
パジャマ|||Pyjamas|||睡衣
腹巻き|||Belly warmers|||护腰腹带
バスローブ|||Bathrobes|||浴袍
ガウン|||Gowns|||晨袍
ステテコ|||Steteko shorts|||宽松短裤
サロペット|||Dungarees|||背带裤
オーバーオール|||Overalls|||工装连体裤
オールインワン|||All-in-ones|||连体衣
ロゴなし|||No logo|||无标识
ブランド名なし|||No brand name|||无品牌名
無印良品|||MUJI|||无印良品
ドン・キホーテ|||Don Quijote|||唐吉诃德
自由区|||JIYU-KU|||自由区
三越|||Mitsukoshi|||三越
23区|||23-ku|||23区
