ページ上部へ|||Back to top|||返回页首
拡大画像|||Enlarged image|||放大图片
ダブルタップ or ピンチで拡大・縮小|||Double-tap or pinch to zoom|||双击或双指缩放
小|||Small|||小
📦 商品ガイド|||📦 Product guide|||📦 商品指南
デタウリ（採寸撮影付き個品）|||Detauri (single items with measurements & photos)|||Detauri（附尺寸与拍摄的单品）
デタウリ（採寸撮影付き個品）とは|||What is Detauri (single items with measurements & photos)?|||什么是 Detauri（附尺寸与拍摄的单品）
副業物販向けの|||A used-clothing wholesale platform|||面向副业电商的
古着卸売りプラットフォーム|||used-clothing wholesale platform|||二手服装批发平台
が付いており、フリマアプリ出品にそのまま活用できます|||is included, so you can use it directly in your marketplace listings|||，可直接用于二手交易App的商品刊登
すべての商品に|||Every item comes with|||所有商品均附有
写真はサンプルイメージです。実物と多少異なる場合があります|||Photos are sample images and may differ slightly from the actual item|||照片为示例图，可能与实物略有差异
状態ランクは目視による判定となります|||Condition ranks are assessed visually|||状态等级为目视判定
まとめ買い向けの|||For bulk buying there is also the|||面向批量采购的
ページもあります（ヘッダーの「アソート商品」から切替）|||page as well (switch from "Assort (bulk)" in the header)|||页面（可从页眉的「混装批发商品」切换）
状態ランクについて|||About condition ranks|||关于状态等级
新品|||New|||全新
新品・未使用・タグ付きなど|||New, unused, with tags, etc.|||全新、未使用、带吊牌等
未使用|||Unused|||未使用
使用感がほとんどない美品|||Excellent condition with almost no signs of wear|||几乎无使用痕迹的美品
美品|||Excellent|||美品
多少の使用感があるが状態良好|||Some signs of wear but in good condition|||略有使用痕迹但状态良好
一般的な使用感・軽微なダメージあり|||Normal signs of wear, minor damage|||一般使用痕迹・有轻微损伤
使用感強め・目立つダメージあり|||Heavy signs of wear, noticeable damage|||使用痕迹明显・有显著损伤
ジャンク・難あり品|||Junk / defective|||残次品・有瑕疵
ご注文について|||About ordering|||关于下单
ご注文いただけます|||can be ordered|||即可下单
商品合計¥10,000以上|||Item total of ¥10,000 or more|||商品合计满¥10,000
送料はお届け先に応じて自動計算されます（商品合計¥10,000以上またはダイヤモンド会員で送料無料 ※初回50%OFF適用時・アソートの価格破壊商品・沖縄県は¥10,000以上送料無料の対象外。ダイヤモンド会員は沖縄県も送料無料）|||Shipping is calculated automatically from your delivery address (free on item totals of ¥10,000+ or for Diamond members. *The ¥10,000 free-shipping rule does not apply during the first-order 50% OFF, to Assort clearance items, or to Okinawa. Diamond members ship free to Okinawa too.)|||运费将根据收货地址自动计算（商品合计满¥10,000或钻石会员免运费 ※首单5折期间、混装批发的破价商品及冲绳县不适用满¥10,000免运费。钻石会员寄送冲绳县亦免运费）
在庫|||Stock|||库存
在庫は先着のため、送信後に欠品となる場合があります|||Stock is first-come, first-served, so an item may sell out after you submit|||库存先到先得，提交后仍可能缺货
ブランド・カテゴリ・価格帯・状態ランクなどのフィルター機能で絞り込みが可能です|||You can filter by brand, category, price range, condition rank and more|||可通过品牌、分类、价格区间、状态等级等筛选功能进行筛选
ご注文の流れ|||How ordering works|||下单流程
カートに追加|||Add to cart|||加入购物车
商品選択|||Choose items|||选择商品
：お好みの商品をカートに追加（1点からOK）|||: Add the items you like to your cart (from 1 item)|||：将心仪商品加入购物车（1件起）
お届け先入力|||Enter delivery address|||填写收货地址
：住所を入力すると送料が自動表示されます|||: Enter your address and the shipping fee appears automatically|||：输入地址后将自动显示运费
※コンビニ決済は別途手数料220円、銀行振込・ペイジーの振込手数料はお客様負担|||*Convenience store payment adds a ¥220 fee; bank transfer and Pay-easy fees are paid by the customer|||*便利店支付需另付220日元手续费，银行转账与Pay-easy的转账手续费由客户承担
：商品代＋送料をオンライン決済|||: Pay for the items plus shipping online|||：在线支付商品款＋运费
：商品代＋送料をオンライン決済（¥10,000以上で送料無料 ※初回50%OFF時・アソートの価格破壊商品・沖縄県は対象外）|||: Pay for the items plus shipping online (free shipping over ¥10,000. *Excluded during the first-order 50% OFF, for Assort clearance items, and for Okinawa)|||：在线支付商品款＋运费（满¥10,000免运费 ※首单5折期间、混装批发的破价商品及冲绳县不适用）
3〜5営業日（土日祝休み）|||3-5 business days (closed weekends and holidays)|||3〜5个工作日（周末及节假日休息）
：決済完了後、通常3〜5営業日（土日祝休み）で発送いたします|||: We ship within 3-5 business days of payment (closed weekends and holidays)|||：付款完成后，通常在3〜5个工作日（周末及节假日休息）内发货
割引について|||About discounts|||关于折扣
（2026年9月末まで）|||(until the end of September 2026)|||（截至2026年9月底）
：無料会員登録で|||: Sign up for free and get|||：免费注册会员即可享
：会員登録後、初回注文は|||: After signing up, your first order is|||：注册会员后，首单享
：購入ごとにポイントが貯まり、1pt=1円として次回以降の割引に使用できます（レギュラー1%/シルバー3%/ゴールド・ダイヤモンド5%還元）|||: You earn points on every purchase and can use them as ¥1 each on later orders (Regular 1% / Silver 3% / Gold & Diamond 5% back)|||：每次购买均可累积积分，可按1积分=1日元用于下次以后的折扣（普通1%／银牌3%／金牌・钻石5%返还）
会員ランク・ポイント制度|||Membership ranks & points|||会员等级・积分制度
累計購入額|||Cumulative purchases|||累计购买金额
送料特典|||Shipping benefit|||运费优惠
💎 ダイヤモンド|||💎 Diamond|||💎 钻石
🥇 ゴールド|||🥇 Gold|||🥇 金牌
🥈 シルバー|||🥈 Silver|||🥈 银牌
💡 月平均¥42,000のご購入で1年でダイヤモンドに到達できます|||💡 Averaging ¥42,000 a month gets you to Diamond in a year|||💡 月均购买¥42,000，一年即可达到钻石等级
📅 判定・更新ルール|||📅 Evaluation & renewal rules|||📅 判定・更新规则
の完了購入額で自動判定されます（購入月から12ヶ月経過で順次集計から外れます）|||of completed purchases (purchases drop out of the total 12 months after the month they were made)|||的完成购买金额自动判定（自购买月起满12个月后将依次从统计中移除）
：固定の更新日はなく、判定の瞬間から|||: There is no fixed renewal date; it always looks at|||：没有固定的更新日，始终以评定时点起算
降格|||Demotion|||降级
：過去12ヶ月累計が各ランクの閾値を下回ると、対応するランクに自動で下がります|||: If your 12-month total falls below a rank threshold, you move down to the matching rank automatically|||：若过去12个月累计低于各等级门槛，将自动降至对应等级
すれば元のランクに即復活します|||to be restored to your previous rank immediately|||即可立即恢复原等级
救済復活|||Rank restoration|||救济恢复
直近1ヶ月以内に¥50,000以上購入|||Purchase ¥50,000 or more within the last month|||最近1个月内购买满¥50,000
：前年（12〜24ヶ月前）がダイヤ/ゴールド会員だった方は、レギュラーに降格後も|||: If you were Diamond or Gold in the previous year (12-24 months ago), even after dropping to Regular you can|||：前一年（12〜24个月前）为钻石／金牌会员者，即使降至普通等级
でダイヤモンドに昇格できます（通常は¥500,000）|||to reach Diamond (normally ¥500,000)|||即可升级为钻石（通常为¥500,000）
復活ゴールド限定特例|||Special rule for restored Gold members|||恢复金牌专属特例
：救済でゴールドに復活した会員は、過去12ヶ月累計が|||: Members restored to Gold only need a 12-month total of|||：通过救济恢复金牌的会员，过去12个月累计达
※ポイントの有効期限は最終更新日から6ヶ月間です|||*Points expire 6 months after the last update|||*积分有效期为最后更新日起6个月
初回購入特典|||First-order benefit|||首单优惠
🎁 初回購入特典（先行登録のお得）|||🎁 First-order benefit (early sign-up offer)|||🎁 首单优惠（抢先注册优惠）
さらに500ポイントプレゼント|||Plus 500 bonus points|||另赠500积分
新規会員登録で初回購入が全品50%OFF！|||Sign up and get 50% OFF everything on your first order!|||注册新会员，首单全场5折！
※初回50%OFFは2026年9月30日までの期間限定です。お早めのご登録がお得です。|||*The first-order 50% OFF runs only until September 30, 2026. Sign up early.|||*首单5折仅限至2026年9月30日。请尽早注册。
便利な機能|||Handy features|||便利功能
副業物販お役立ち情報|||Side-business selling tips|||副业电商实用资讯
：画面左下のボタンから、物販ノウハウ記事を配信中|||: Read our selling know-how articles from the button at the bottom left|||：可通过屏幕左下角按钮阅读电商知识文章
💡 副業物販お役立ち情報|||💡 Side-business selling tips|||💡 副业电商实用资讯
AIチャットボット|||AI chatbot|||AI 聊天机器人
不明|||Unknown|||不明
：ご不明点はチャットボットに質問できます|||: Ask the chatbot anything you are unsure about|||：有疑问可向聊天机器人提问
🤖 AIチャットボット|||🤖 AI chatbot|||🤖 AI 聊天机器人
：ヘッダーから送料の詳細を確認できます|||: Check shipping details from the header|||：可从页眉查看运费详情
注意事項|||Please note|||注意事项
ご注文確定後のキャンセル・変更はできません|||Orders cannot be cancelled or changed once confirmed|||订单确认后无法取消或变更
7日以内|||within 7 days|||7天以内
返品・交換|||Returns & exchanges|||退换货
返品・交換は原則お受けしておりません。万一、商品内容が記載事項と大きく異なる場合は、商品到着後7日以内にご連絡ください|||We do not accept returns or exchanges as a rule. If an item differs significantly from its description, contact us within 7 days of delivery|||原则上不接受退换货。若商品内容与说明存在重大差异，请在收到商品后7天内联系我们
🚚 デタウリ送料表|||🚚 Detauri shipping rates|||🚚 Detauri 运费表
北陸|||Hokuriku|||北陆
南九州|||South Kyushu|||南九州
西日本（南九州〜北陸）|||West Japan (South Kyushu to Hokuriku)|||西日本（南九州〜北陆）
宅配便|||Parcel delivery|||宅配
北九州|||North Kyushu|||北九州
四国|||Shikoku|||四国
中国|||Chugoku|||中国地区
関西|||Kansai|||关西
鹿児島・熊本・宮崎|||Kagoshima, Kumamoto, Miyazaki|||鹿儿岛・熊本・宫崎
福岡・佐賀・大分・長崎|||Fukuoka, Saga, Oita, Nagasaki|||福冈・佐贺・大分・长崎
香川・愛媛・高知・徳島|||Kagawa, Ehime, Kochi, Tokushima|||香川・爱媛・高知・德岛
広島・岡山・島根・山口・鳥取|||Hiroshima, Okayama, Shimane, Yamaguchi, Tottori|||广岛・冈山・岛根・山口・鸟取
大阪・兵庫・京都・奈良・和歌山・滋賀|||Osaka, Hyogo, Kyoto, Nara, Wakayama, Shiga|||大阪・兵库・京都・奈良・和歌山・滋贺
石川・福井・富山|||Ishikawa, Fukui, Toyama|||石川・福井・富山
北海道|||Hokkaido|||北海道
東日本（東海〜北海道）|||East Japan (Tokai to Hokkaido)|||东日本（东海〜北海道）
東海|||Tokai|||东海
信越|||Shinetsu|||信越
関東|||Kanto|||关东
南東北|||South Tohoku|||南东北
北東北|||North Tohoku|||北东北
愛知・静岡・岐阜・三重|||Aichi, Shizuoka, Gifu, Mie|||爱知・静冈・岐阜・三重
新潟・長野|||Niigata, Nagano|||新潟・长野
東京・神奈川・埼玉・千葉・茨城・栃木・群馬・山梨|||Tokyo, Kanagawa, Saitama, Chiba, Ibaraki, Tochigi, Gunma, Yamanashi|||东京・神奈川・埼玉・千叶・茨城・栃木・群马・山梨
宮城・福島・山形|||Miyagi, Fukushima, Yamagata|||宫城・福岛・山形
岩手・秋田・青森|||Iwate, Akita, Aomori|||岩手・秋田・青森
沖縄本島|||Okinawa main island|||冲绳本岛
※ 沖縄県の離島（宮古島・石垣島等）は配送対象外です。|||* Remote islands of Okinawa (Miyakojima, Ishigaki, etc.) are outside our delivery area.|||* 冲绳县的离岛（宫古岛・石垣岛等）不在配送范围内。
クリックポスト|||Click Post|||Click Post
