郵便番号ではありませんか？|||Is that a postal code?|||这是邮政编码吗？
割引（「変更を適用」で合計に反映）|||discount (press "Apply changes" to update the total)|||折扣（按「应用更改」后反映至合计）
ポイント割引を適用しました|||Point discount applied|||已应用积分折扣
クーポンの有効期限が切れました|||This coupon has expired|||优惠券已过期
クーポンコードを入力してください|||Please enter a coupon code|||请输入优惠券代码
コードを入力してください|||Please enter a code|||请输入代码
クーポンが無効です|||This coupon is not valid|||优惠券无效
クーポンを適用しました|||Coupon applied|||已使用优惠券
クーポンを解除しました|||Coupon removed|||已取消优惠券
カート変更によりクーポンが無効になりました|||The coupon became invalid when your cart changed|||因购物车变更，优惠券已失效
メールアドレスは必須です|||Email address is required|||邮箱地址为必填
郵便番号は必須です|||Postal code is required|||邮政编码为必填
電話番号は必須です|||Phone number is required|||电话号码为必填
郵便番号を入力して都道府県を自動入力してください|||Enter your postal code to fill in the prefecture automatically|||请输入邮政编码以自动填写都道府县
番地は必須です|||Street address is required|||街道地址为必填
住所は必須です|||Address is required|||地址为必填
カートが空です|||Your cart is empty|||购物车是空的
注文を準備中...|||Preparing your order...|||正在准备订单...
セキュリティトークンの取得に失敗しました。ページを再読み込みしてください。|||Could not obtain a security token. Please reload the page.|||安全令牌获取失败。请重新加载页面。
確保に失敗しました|||Could not hold the items|||占用失败
一部確保できない商品があります|||Some items could not be held|||部分商品无法占用
注文送信中...|||Submitting your order...|||订单提交中...
注文送信に失敗しました|||Could not submit your order|||订单提交失败
決済URLの取得に失敗しました|||Could not obtain the payment URL|||支付链接获取失败
決済ページへ移動中...|||Going to the payment page...|||正在前往支付页面...
前回のご注文は完了しています|||Your previous order is already complete|||上次的订单已完成
お支払いが完了しなかったため、選択中の商品をカートに戻しました|||Payment did not complete, so your selected items were returned to the cart|||由于付款未完成，已将所选商品退回购物车
ご注文受付（入金待ち）|||Order received (awaiting payment)|||订单已受理（待付款）
商品をカートに追加してください|||Please add items to your cart|||请将商品加入购物车
受付番号で紐付け|||Link by order number|||通过受理编号关联
紐付け先の受付番号を入力してください（BASE注文キー）:|||Enter the order number to link to (BASE order key):|||请输入要关联的受理编号（BASE订单键）：
受付番号が入力されませんでした|||No order number was entered|||未输入受理编号
紐付け登録中...|||Linking...|||关联登记中...
紐付け完了|||Linked|||关联完成
