ブランド名を検索（例：ナイキ、NIKE）|||Search brand name (e.g. Nike, NIKE)|||搜索品牌名（例：耐克、NIKE）
クリア|||Clear|||清除
初回全品半額キャンペーン|||First-order 50% OFF campaign|||首单全场5折活动
初回全品半額キャンペーン対象！|||Eligible for the first-order 50% OFF campaign!|||符合首单全场5折活动！
商品代金が50%OFFで購入できます（送料は通常料金）|||Item prices are 50% OFF (shipping charged as usual)|||商品金额5折（运费照常收取）
※送料は税込み・会員割引対象外です|||*Shipping is tax-included and not eligible for the member discount|||*运费为含税价，且不适用会员折扣
税込み|||tax included|||含税
220円（税込）|||¥220 (tax incl.)|||220日元（含税）
Paidy（あと払い）|||Paidy (pay later)|||Paidy（后付款）
※Paidy（あと払い）は翌月10日までにお支払い|||*Paidy (pay later) is due by the 10th of the following month|||*Paidy（后付款）需于次月10日前付款
※コンビニ決済は別途手数料220円（税込）がかかります|||*Convenience store payment carries a separate ¥220 (tax incl.) fee|||*便利店支付需另付220日元（含税）手续费
※銀行振込・ペイジーの振込手数料はお客様負担です|||*Bank transfer and Pay-easy transfer fees are paid by the customer|||*银行转账与Pay-easy的转账手续费由客户承担
お支払い|||Payment|||付款
かかります|||applies|||需要
はお客様負担|||is paid by the customer|||由客户承担
コンビニ決済|||Convenience store payment|||便利店支付
ペイジー|||Pay-easy|||Pay-easy
振込手数料|||Transfer fee|||转账手续费
翌月10日までにお支払い|||Due by the 10th of the following month|||次月10日前付款
銀行振込|||Bank transfer|||银行转账
購入手続きへ|||Proceed to checkout|||前往结算
お届先情報|||Delivery details|||收货信息
前回と同じ届け先を使う|||Use the same address as last time|||使用上次的收货地址
会社名/氏名|||Company / Name|||公司名 / 姓名
会社名/氏名 *|||Company / Name *|||公司名 / 姓名 *
メールアドレス|||Email address|||电子邮箱
メールアドレス *|||Email address *|||电子邮箱 *
郵便番号|||Postal code|||邮政编码
郵便番号 *|||Postal code *|||邮政编码 *
電話番号|||Phone number|||电话号码
電話番号 *|||Phone number *|||电话号码 *
都道府県|||Prefecture|||都道府县
都道府県 *|||Prefecture *|||都道府县 *
自動入力|||Auto-fill|||自动填写
市区町村|||City / Ward / Town|||市区町村
市区町村 *|||City / Ward / Town *|||市区町村 *
番地|||Street address|||街道地址
番地 *|||Street address *|||街道地址 *
建物名|||Building name|||建筑名称
マンション名・部屋番号|||Building name / room number|||公寓名称・房号
備考|||Notes|||备注
インボイス付き領収書を希望する|||Request a qualified invoice receipt|||需要合规发票收据
クーポン|||Coupon|||优惠券
クーポンコード|||Coupon code|||优惠券代码
クーポンコードを入力|||Enter coupon code|||请输入优惠券代码
ポイント利用|||Use points|||使用积分
pt（1pt = 1円）|||pt (1 pt = ¥1)|||积分（1积分 = 1日元）
全額使用|||Use all|||全部使用
変更を適用|||Apply changes|||应用更改
お支払い方法を選択|||Choose a payment method|||选择支付方式
クレジットカード|||Credit card|||信用卡
クレジットカード・コンビニ・PayPay・銀行振込 等|||Credit card, convenience store, PayPay, bank transfer, etc.|||信用卡、便利店、PayPay、银行转账等
次の画面で決済方法を選択できます|||You can choose the payment method on the next screen|||可在下一页选择支付方式
カートに戻る|||Back to cart|||返回购物车
決済に進む|||Proceed to payment|||前往支付
パスワード|||Password|||密码
パスワード *|||Password *|||密码 *
ログイン状態を保持する（30日間）|||Keep me logged in (30 days)|||保持登录状态（30天）
アカウントをお持ちでない方は|||Don't have an account?|||还没有账号？
パスワードを忘れた方|||Forgot your password?|||忘记密码
メールアドレスを忘れた方|||Forgot your email address?|||忘记邮箱地址
登録済みのメールアドレスを入力してください。仮パスワードをメールでお送りします。|||Enter your registered email address and we will send you a temporary password.|||请输入已注册的邮箱地址，我们将向您发送临时密码。
仮パスワードを送信|||Send temporary password|||发送临时密码
ログインに戻る|||Back to login|||返回登录
確認|||Confirm|||确认
ご登録時の会社名/氏名と電話番号を入力してください。登録メールアドレスのヒントを表示します。|||Enter the company name / name and phone number you registered with. We will show a hint for your registered email address.|||请输入注册时填写的公司名/姓名与电话号码，我们将显示注册邮箱的提示。
電話番号を入力してください|||Please enter your phone number|||请输入电话号码
メールアドレスを確認|||Check email address|||确认邮箱地址
パスワード（6文字以上） *|||Password (6+ characters) *|||密码（6位以上） *
お得な情報をメールで受け取る|||Receive deals and news by email|||通过邮件接收优惠信息
登録する|||Sign up|||注册
既にアカウントをお持ちの方は|||Already have an account?|||已有账号？
マイページ|||My page|||我的页面
プロフィール|||Profile|||个人资料
注文履歴|||Order history|||订单记录
住所|||Address|||地址
登録日:|||Registered:|||注册日期：
編集|||Edit|||编辑
変更を保存|||Save changes|||保存更改
キャンセル|||Cancel|||取消
パスワード変更|||Change password|||修改密码
メールマガジン|||Newsletter|||电子报
受信する|||Subscribe|||接收
現在のパスワード *|||Current password *|||当前密码 *
新しいパスワード（6文字以上） *|||New password (6+ characters) *|||新密码（6位以上） *
新しいパスワード（確認） *|||New password (confirm) *|||新密码（确认） *
パスワードを変更|||Change password|||修改密码
ランク|||Rank|||等级
現在のランク|||Current rank|||当前等级
ポイント還元|||Point rewards|||积分返还
ポイント還元率:|||Point reward rate:|||积分返还率：
ポイント還元率: -|||Point reward rate: -|||积分返还率： -
ポイント残高|||Point balance|||积分余额
1ポイント = 1円としてご利用いただけます|||1 point can be used as ¥1|||1积分可当作1日元使用
ご利用状況|||Your activity|||使用情况
累計注文回数|||Total orders|||累计下单次数
年間購入金額|||Annual purchase amount|||年度购买金额
累計購入点数|||Total items purchased|||累计购买件数
会員ランク|||Membership rank|||会员等级
ランク・ポイント制度|||Rank & points program|||等级与积分制度
特典|||Benefits|||优惠
ダイヤモンド|||Diamond|||钻石
50万円〜|||¥500,000+|||50万日元以上
ゴールド|||Gold|||金牌
20万円〜|||¥200,000+|||20万日元以上
シルバー|||Silver|||银牌
5万円〜|||¥50,000+|||5万日元以上
レギュラー|||Regular|||普通
